,1,1:0.52076 2:0.922222 3:0.212121 5:0.223514 6:0.391176 7:0.740157 8:0.874016 9:0.681102 10:0.177471 13:1 47:1
362,0,1:0.50025 2:0.369444 3:0.348485 4:0.173228 5:0.312661 6:0.297878 7:0.980315 8:0.874016 9:0.350394 10:0.190855 13:1 27:1
363,1,1:0.575288 2:0.661111 3:0.106061 4:0.319256 5:0.277778 6:0.712519 7:0.814961 8:0.968504 9:0.69685 10:0.22738 11:1 44:1
364,0,1:0.143072 2:0.891667 3:0.469697 4:0.107373 5:0.335917 6:0.0784038 7:0.5 8:0.76378 9:0.779528 10:0.107068 14:1 24:1
365,1,1:0.595798 2:0.825 3:0.212121 4:0.51539 5:0.235142 6:0.175917 7:0.708661 8:0.925197 9:0.767717 10:0.115712 13:1 37:1
366,0,1:0.236618 2:0.263889 3:0.19697 5:0.223514 6:0.0303499 7:0.944882 8:0.870079 9:0.433071 10:0.10902 14:1 18:1
367,0,1:0.245623 2:0.858333 3:0.287879 4:0.2398 5:0.310078 6:0.16861 7:0.645669 8:0.88189 9:0.779528 10:0.135648 14:1 25:1
368,0,1:0.225613 2:0.530556 3:0.348485 4:0.242663 5:0.390181 6:0.170577 7:0.834646 8:0.984252 9:0.629921 10:0.159208 14:1 17:1
369,0,1:0.224612 2:0.408333 3:0.530303 4:0.0300644 5:0.25969 6:0.227062 7:0.952756 8:0.838583 9:0.271654 10:0.0973094 14:1 17:1
370,0,1:0.489245 2:0.394444 3:0.257576 4:0.0959198 5:0.267442 6:0.313334 7:0.952756 8:0.92126 9:0.452756 10:0.16102 13:1 27:1
371,1,1:0.582291 2:0.2 3:0.121212 4:0.346457 5:0.368217 6:0.358297 7:0.901575 8:0.889764 9:0.511811 10:0.242855 13:1 46:1
372,0,1:0.21961 2:0.0416667 3:0.136364 4:0.128848 5:0.307494 6:0.202332 7:0.834646 8:0.870079 9:0.574803 10:0.0935452 14:1 16:1
373,0,1:0.134567 2:0.075 3:0.136364 5:0.223514 6:0.162147 7:0.854331 8:0.870079 9:0.551181 10:0.201868 14:1 31:1
374,1,1:0.521761 2:0.288889 3:0.0909091 4:0.399427 5:0.338501 6:0.511873 7:0.905512 8:0.917323 9:0.535433 10:0.433152 11:1 26:1
375,1,1:0.574787 2:0.780556 3:0.151515 4:0.558339 5:0.365633 6:0.823943 7:0.76378 8:0.948819 9:0.73622 10:0.836191 11:1 43:1
376,0,1:0.456228 2:0.119444 3:0.136364 4:0.369363 5:0.271318 6:0.0210763 7:0.874016 8:0.866142 9:0.523622 10:0.113202 13:1 25:1
377,1,1:0.643822 2:0.233333 3:0.106061 4:0.219041 5:0.27261 6:0.767739 7:0.909449 8:0.893701 9:0.507874 10:0.144431 11:1 43:1
378,0,1:0.202601 2:0.866667 3:0.166667 4:0.0214746 5:0.235142 6:0.137277 7:0.748031 8:0.913386 9:0.716535 10:0.169106 14:1 24:1
379,0,1:0.23962 2:0.688889 3:0.136364 4:0.107373 5:0.239018 6:0.165238 7:0.795276 8:0.972441 9:0.720472 10:0.0150565 14:1 20:1
380,1,1:0.626313 2:0.272222 3:0.121212 4:0.0644238 5:0.22739 6:0.754391 7:0.92126 8:0.897638 9:0.496063 10:0.112645 11:1 43:1
381,0,1:0.215108 2:0.369444 3:0.318182 4:0.167502 5:0.360465 6:0.188984 7:0.976378 8:0.885827 9:0.374016 10:0.135648 14:1 17:1
382,0,1:0.271636 2:0.25 3:0.272727 4:0.292054 5:0.239018 6:0.131938 7:0.96063 8:0.822835 9:0.350394 10:0.129932 14:1 16:1
383,0,1:0.164082 2:0.569444 3:0.0606061 5:0.223514 6:0.123929 7:0.854331 8:0.956693 9:0.637795 10:0.0550676 14:1 28:1
384,0,1:0.24062 2:0.894444 3:0.318182 4:0.19184 5:0.361757 6:0.141633 7:0.641732 8:0.84252 9:0.744094 10:0.129235 14:1 24:1
385,0,1:0.224612 2:0.538889 3:0.333333 4:0.0300644 5:0.239018 6:0.172826 7:0.830709 8:0.988189 9:0.645669 10:0.131047 14:1 17:1
386,0,1:0.474737 2:0.336111 3:0.333333 4:0.0959198 5:0.277778 6:0.289167 7:0.988189 8:0.854331 9:0.326772 10:0.16576 13:1 27:1
387,1,1:0.444222 2:0.594444 3:0.424242 4:0.150322 5:0.232558 6:0.228608 7:0.720472 8:0.996063 9:0.755906 10:0.178726 13:1 18:1
388,0,1:0.253127 2:0.236111 3:0.227273 4:0.0214746 5:0.231266 6:0.167767 7:0.948819 8:0.834646 9:0.38189 10:0.0939635 14:1 20:1
389,0,1:0.249125 2:0.983333 3:0.227273 4:0.121689 5:0.281654 6:0.182942 7:0.759843 8:0.834646 9:0.614173 10:0.0487941 14:1 24:1
390,0,1:0.128564 2:0.883333 3:0.227273 4:0.0214746 5:0.236434 6:0.156808 7:0.708661 8:0.889764 9:0.728346 10:0.0846229 14:1 24:1
391,0,1:0.271136 2:0.980556 3:0.287879 4:0.121689 5:0.307494 6:0.135731 7:0.728346 8:0.807087 9:0.610236 10:0.0984246 14:1 24:1
392,0,1:0.21961 2:0.294444 3:0.454545 4:0.171797 5:0.354005 6:0.0896445 7:1 8:0.73622 9:0.145669 10:0.231005 14:1 17:1
393,0,1:0.197599 2:0.938889 3:0.318182 4:0.125268 5:0.301034 6:0.181116 7:0.669291 8:0.811024 9:0.677165 10:0.103862 14:1 24:1
394,0,1:0.289645 2:0.244444 3:0.0909091 4:0.242663 5:0.339793 6:0.178868 7:0.905512 8:0.901575 9:0.523622 10:0.100376 14:1 20:1
395,0,1:0.30015 2:0.647222 3:0.181818 4:0.121689 5:0.235142 6:0.127582 7:0.783465 8:0.988189 9:0.740157 10:0.0150565 14:1 16:1
396,0,1:0.207104 2:0.236111 3:0.363636 5:0.223514 6:0.216524 7:0.968504 8:0.759843 9:0.248031 10:0.0953576 14:1 17:1
397,0,1:0.283642 2:0.319444 3:0.0606061 4:0.2398 5:0.270026 6:0.14922 7:0.893701 8:0.929134 9:0.566929 10:0.151122 14:1 16:1
398,0,1:0.183092 2:0.922222 3:0.348485 4:0.176807 5:0.366925 6:0.139104 7:0.629921 8:0.80315 9:0.708661 10:0.176495 14:1 24:1
399,1,1:0.622811 2:0.891667 3:0.136364 4:0.228346 5:0.231266 6:0.334692 7:0.771654 8:0.909449 9:0.688976 10:0.310888 13:1 46:1
400,0,1:0.18059 2:0.05 3:0.181818 5:0.223514 6:0.116341 7:0.830709 8:0.846457 9:0.551181 10:0.0489335 14:1 28:1
401,0,1:0.24012 2:0.316667 3:0.348485 4:0.212598 5:0.406977 6:0.122524 7:0.992126 8:0.822835 9:0.279528 10:0.204238 14:1 17:1
402,1,1:0.632816 2:0.738889 3:0.181818 4:0.292054 5:0.313953 6:0.0660391 7:0.748031 8:0.964567 9:0.76378 10:0.127422 13:1 46:1
403,1,1:0.492246 2:0.322222 3:0.242424 4:0.319256 5:0.316537 6:0.147534 7:0.968504 8:0.877953 9:0.393701 10:0.375157 13:1 25:1
404,0,1:0.196098 2:0.347222 3:0.287879 4:0.0773085 5:0.273902 6:0.213152 7:0.976378 8:0.88189 9:0.38189 10:0.0581347 14:1 24:1
405,1,1:0.51976 2:0.808333 3:0.515152 4:0.128848 5:0.344961 6:0.278488 7:0.417323 8:0.830709 9:0.92126 10:0.16827 13:1 27:1
406,1,1:0.631316 2:0.888889 3:0.348485 4:0.505369 5:0.562016 6:0.100183 7:0.610236 8:0.834646 9:0.759843 10:0.233236 11:1 43:1
407,0,1:0.30065 2:0.369444 3:0.151515 4:0.0429492 5:0.23385 6:0.0622453 7:0.933071 8:0.925197 9:0.503937 10:0.187927 14:1 20:1
408,0,1:0.51926 2:0.402778 3:0.272727 4:0.204009 5:0.341085 6:0.292117 7:0.952756 8:0.92126 9:0.452756 10:0.164366 13:1 46:1
409,1,1:0.61931 2:0.255556 3:0.227273 4:0.150322 5:0.26615 6:0.554166 7:0.952756 8:0.846457 9:0.385827 10:0.06399 11:1 43:1
410,0,1:0.229115 2:0.269444 3:0.19697 4:0.0300644 5:0.23385 6:0.16018 7:0.948819 8:0.866142 9:0.417323 10:0.017287 14:1 20:1
411,1,1:0.542771 2:0.308333 3:0.121212 4:0.150322 5:0.242894 6:0.276099 7:0.92126 8:0.909449 9:0.507874 10:0.260839 11:1 43:1
412,0,1:0.158079 2:0.35 3:0.454545 4:0.0214746 5:0.239018 6:0.190811 7:0.996063 8:0.80315 9:0.216535 10:0.130211 14:1 17:1
413,0,1:0.45923 2:0.172222 3:0.151515 4:0.346457 5:0.27907 6:0.0210763 7:0.901575 8:0.858268 9:0.476378 10:0.114178 13:1 31:1
414,1,1:0.162581 2:0.0166667 3:0.318182 4:0.10952 5:0.27261 6:0.0470704 7:0.748031 8:0.767717 9:0.53937 10:0.0621776 14:1 24:1
415,0,1:0.173587 2:0.341667 3:0.363636 4:0.0479599 5:0.251938 6:0.146129 7:0.992126 8:0.84252 9:0.295276 10:0.174543 14:1 17:1
416,1,1:0.573787 2:0.772222 3:0.469697 4:0.14388 5:0.326873 6:0.361248 7:0.488189 8:0.897638 9:0.925197 10:0.362749 13:1 47:1
417,0,1:0.255628 2:0.355556 3:0.30303 4:0.0773085 5:0.260982 6:0.0810735 7:0.976378 8:0.88189 9:0.370079 10:0.201032 14:1 15:1
418,1,1:0.695848 2:0.775 3:0.257576 4:0.10952 5:0.267442 6:0.0951244 7:0.669291 8:0.944882 9:0.818898 10:0.144152 12:1 46:1
419,0,1:0.288144 2:0.944444 3:0.348485 4:0.14388 5:0.295866 6:0.0868343 7:0.649606 8:0.783465 9:0.665354 10:0.182211 14:1 24:1
420,0,1:0.263132 2:0.0222222 3:0.181818 4:0.125268 5:0.326873 6:0.133905 7:0.811024 8:0.850394 9:0.57874 10:0.104698 14:1 24:1
421,0,1:0.254627 2:0.161111 3:0.19697 5:0.223514 6:0.0852887 7:0.901575 8:0.830709 9:0.444882 10:0.118918 14:1 16:1
422,1,1:0.587294 2:0.425 3:0.0606061 4:0.0214746 5:0.223514 6:0.368695 7:0.885827 8:0.944882 9:0.590551 10:0.190715 13:1 37:1
423,0,1:0.21961 2:0.45 3:0.287879 5:0.223514 6:0.155965 7:0.925197 8:0.948819 9:0.503937 10:0.147079 14:1 17:1
424,0,1:0.33967 2:0.725 3:0.257576 4:0.198282 5:0.366925 6:0.168751 7:0.69685 8:0.972441 9:0.814961 10:0.0853199 14:1 20:1
425,0,1:0.215108 2:0.113889 3:0.0757576 5:0.223514 6:0.0210763 7:0.866142 8:0.901575 9:0.570866 10:0.0535341 14:1 25:1
426,0,1:0.154577 2:0.0694444 3:0.348485 5:0.223514 6:0.219896 7:0.791339 8:0.724409 9:0.433071 10:0.0280217 14:1 28:1
427,0,1:0.247624 2:0.833333 3:0.393939 4:0.0644238 5:0.273902 6:0.158353 7:0.543307 8:0.858268 9:0.850394 10:0.209675 14:1 24:1
428,1,1:0.584792 2:0.0694444 3:0.287879 4:0.307802 5:0.360465 6:0.298159 7:0.814961 8:0.767717 9:0.464567 10:0.250662 13:1 47:1
429,0,1:0.217109 2:0.330556 3:0.287879 4:0.0479599 5:0.249354 6:0.0463679 7:0.976378 8:0.866142 9:0.362205 10:0.219155 14:1 18:1
430,1,1:0.67984 2:0.308333 3:0.0454545 4:0.219041 5:0.244186 6:0.360967 7:0.885827 8:0.929134 9:0.570866 10:0.183326 13:1 45:1
431,0,1:0.313157 2:0.7 3:0.393939 4:0.115963 5:0.29845 6:0.18519 7:0.598425 8:0.972441 9:0.885827 10:0.0900599 14:1 24:1
432,0,1:0.258629 2:0.841667 3:0.454545 4:0.128848 5:0.347545 6:0.0587326 7:0.484252 8:0.822835 9:0.862205 10:0.245086 14:1 24:1
433,0,1:0.197099 2:0.227778 3:0.424242 5:0.223514 6:0.0774203 7:0.964567 8:0.708661 9:0.181102 10:0.0984246 14:1 15:1
434,0,1:0.16058 2:0.85 3:0.151515 4:0.14388 5:0.277778 6:0.0931572 7:0.755906 8:0.925197 9:0.720472 10:0.223198 14:1 24:1
435,0,1:0.263132 2:0.908333 3:0.348485 4:0.121689 5:0.326873 6:0.0417311 7:0.622047 8:0.814961 9:0.728346 10:0.0337376 14:1 24:1
436,0,1:0.542271 2:0.186111 3:0.348485 4:0.231926 5:0.408269 6:0.048054 7:0.925197 8:0.740157 9:0.287402 10:0.190715 11:1 43:1
437,0,1:0.226113 2:0.491667 3:0.30303 4:0.0300644 5:0.24031 6:0.177041 7:0.889764 8:0.972441 9:0.566929 10:0.127004 14:1 17:1
438,1,1:0.490245 2:0.333333 3:0.136364 4:0.136006 5:0.25323 6:0.429254 7:0.929134 8:0.917323 9:0.503937 10:0.364143 11:1 26:1
439,0,1:0.307154 2:0.0666667 3:0.0909091 4:0.115963 5:0.251938 6:0.116341 7:0.854331 8:0.893701 9:0.57874 10:0.152238 14:1 24:1
440,1,1:0.564282 2:0.291667 3:0.530303 4:0.343593 5:0.430233 6:0.148237 7:0.996063 8:0.688976 9:0.0748031 10:0.0846229 11:1 44:1
441,0,1:0.282641 2:0.863889 3:0.333333 4:0.0479599 5:0.226098 6:0.109878 7:0.614173 8:0.862205 9:0.791339 10:0.15154 14:1 24:1
442,0,1:0.245123 2:0.3 3:0.212121 4:0.258411 5:0.425065 6:0.138261 7:0.956693 8:0.877953 9:0.417323 10:0.191552 14:1 20:1
443,0,1:0.225613 2:0.325 3:0.484848 4:0.115963 5:0.329457 6:0.0626669 7:1 8:0.755906 9:0.153543 10:0.257354 14:1 17:1
444,1,1:0.654827 2:0.833333 3:0.0757576 4:0.271296 5:0.271318 6:0.443024 7:0.807087 8:0.937008 9:0.677165 10:0.13983 11:1 43:1
445,0,1:0.209605 2:0.3 3:0.424242 4:0.167502 5:0.344961 6:0.147534 7:1 8:0.771654 9:0.19685 10:0.176495 14:1 17:1
446,1,1:0.511756 2:0.861111 3:0.318182 4:0.26199 5:0.373385 6:0.362091 7:0.625984 8:0.870079 9:0.787402 10:0.175938 13:1 38:1
447,0,1:0.218609 2:0.866667 3:0.409091 4:0.18325 5:0.410853 6:0.178868 7:0.535433 8:0.818898 9:0.811024 10:0.116548 14:1 24:1
448,0,1:0.218109 2:0.158333 3:0.181818 4:0.0214746 5:0.232558 6:0.0626669 7:0.897638 8:0.846457 9:0.468504 10:0.112645 14:1 18:1
449,1,1:0.326163 2:0.258333 3:0.181818 4:0.0644238 5:0.25969 6:0.0508641 7:0.940945 8:0.870079 9:0.433071 10:0.0532553 14:1 24:1
450,1,1:0.56028 2:0.1 3:0.121212 4:0.751611 5:0.498708 6:0.376985 7:0.866142 8:0.874016 9:0.543307 10:0.118918 13:1 45:1
451,0,1:0.213107 2:0.383333 3:0.30303 4:0.173228 5:0.387597 6:0.203457 7:0.968504 8:0.901575 9:0.401575 10:0.120591 14:1 17:1
452,1,1:0.55928 2:0.930556 3:0.166667 4:0.273443 5:0.348837 6:0.147253 7:0.771654 8:0.889764 9:0.665354 10:0.130768 13:1 45:1
453,1,1:0.55928 2:0.208333 3:0.318182 4:0.0608447 5:0.236434 6:0.227062 7:0.944882 8:0.767717 9:0.295276 10:0.27492 13:1 46:1
454,0,1:0.163582 2:0.972222 3:0.287879 4:0.202577 5:0.413437 6:0.0626669 7:0.720472 8:0.807087 9:0.622047 10:0.095497 14:1 24:1
455,0,1:0.124062 2:0.05 3:0.454545 4:0.136006 5:0.372093 6:0.032036 7:0.716535 8:0.641732 9:0.405512 10:0.0690088 14:1 24:1
456,0,1:0.237119 2:0.194444 3:0.106061 5:0.223514 6:0.0585921 7:0.897638 8:0.889764 9:0.519685 10:0.194619 14:1 28:1
457,0,1:0.248624 2:0.947222 3:0.363636 4:0.0479599 5:0.262274 6:0.181397 7:0.637795 8:0.771654 9:0.661417 10:0.116269 14:1 24:1
458,1,1:0.401701 2:0.330556 3:0.151515 4:0.3801 5:0.290698 6:0.0675847 7:0.933071 8:0.913386 9:0.492126 10:0.256657 11:1 43:1
459,1,1:0.464732 2:0.213889 3:0.136364 4:0.375089 5:0.315245 6:0.109316 7:0.913386 8:0.877953 9:0.480315 10:0.356057 11:1 43:1
460,0,1:0.616808 2:0.0305556 3:0.363636 4:0.0300644 5:0.23385 6:0.162287 7:0.732283 8:0.720472 9:0.492126 10:0.307682 11:1 43:1
461,0,1:0.17909 2:0.225 3:0.272727 4:0.0644238 5:0.250646 6:0.0987776 7:0.952756 8:0.80315 9:0.338583 10:0.221943 14:1 17:1
462,1,1:0.653827 2:0.469444 3:0.151515 4:0.0429492 5:0.237726 6:0.517212 7:0.897638 8:0.96063 9:0.582677 10:0.246201 13:1 46:1
463,0,1:0.171586 2:0.108333 3:0.530303 4:0.128848 5:0.361757 6:0.0830406 7:0.775591 8:0.555118 9:0.212598 10:0.119058 14:1 24:1
464,0,1:0.208604 2:0.677778 3:0.166667 4:0.0858984 5:0.27907 6:0.193902 7:0.775591 8:0.980315 9:0.744094 10:0.0823923 14:1 16:1
465,0,1:0.23912 2:0.352778 3:0.393939 4:0.19184 5:0.404393 6:0.109878 7:0.992126 8:0.834646 9:0.279528 10:0.214973 14:1 17:1
466,1,1:0.408704 2:0.183333 3:0.0454545 4:0.279885 5:0.254522 6:0.124069 7:0.874016 8:0.917323 9:0.57874 10:0.243273 11:1 26:1
467,0,1:0.336168 2:0.908333 3:0.151515 4:0.211167 5:0.258398 6:0.0126458 7:0.771654 8:0.901575 9:0.681102 10:0.261955 14:1 20:1
468,1,1:0.548274 2:0.863889 3:0.136364 4:0.30136 5:0.286822 6:0.795279 7:0.771654 8:0.92126 9:0.69685 10:0.338492 11:1 44:1
469,1,1:0.584792 2:0.494444 3:0.212121 4:0.300644 5:0.174419 6:0.209217 7:0.885827 8:0.972441 9:0.594488 10:0.159208 11:1 43:1
470,0,1:0.207604 2:0.302778 3:0.257576 4:0.121689 5:0.334625 6:0.179289 7:0.972441 8:0.858268 9:0.370079 10:0.143036 14:1 17:1
471,0,1:0.231116 2:0.886111 3:0.439394 4:0.0214746 5:0.242894 6:0.103695 7:0.523622 8:0.783465 9:0.783465 10:0.108602 14:1 24:1
472,0,1:0.54027 2:0.288889 3:0.287879 4:0.107373 5:0.276486 6:0.324153 7:0.976378 8:0.838583 9:0.338583 10:0.0796041 13:1 27:1
473,1,1:0.534267 2:0.141667 3:0.242424 4:0.184681 5:0.267442 6:0.104117 7:0.889764 8:0.807087 9:0.425197 10:0.264882 11:1 43:1
474,1,1:0.587794 2:0.136111 3:0.0606061 4:0.257695 5:0.237726 6:0.409161 7:0.874016 8:0.905512 9:0.566929 10:0.185696 13:1 46:1
475,0,1:0.11906 2:0.130556 3:0.151515 5:0.223514 6:0.13812 7:0.88189 8:0.862205 9:0.507874 10:0.097867 14:1 17:1
476,0,1:0.335168 2:0.797222 3:0.257576 4:0.19184 5:0.355297 6:0.170859 7:0.665354 8:0.929134 9:0.814961 10:0.0780705 14:1 20:1
477,0,1:0.233617 2:0.158333 3:0.242424 5:0.223514 6:0.0421526 7:0.901575 8:0.799213 9:0.401575 10:0.174125 14:1 28:1
478,1,1:0.572786 2:0.980556 3:0.318182 4:0.107373 5:0.294574 6:0.198117 7:0.708661 8:0.783465 9:0.606299 10:0.173289 13:1 46:1
479,1,1:0.506753 2:0.219444 3:0.136364 5:0.223514 6:0.609245 7:0.913386 8:0.88189 9:0.488189 10:0.184442 11:1 37:1
480,0,1:0.350175 2:0.858333 3:0.151515 4:0.265569 5:0.388889 6:0.155403 7:0.759843 8:0.92126 9:0.708661 10:0.0796041 14:1 20:1
481,0,1:0.190095 2:0.377778 3:0.469697 4:0.0608447 5:0.277778 6:0.119292 7:0.980315 8:0.826772 9:0.248031 10:0.201171 14:1 17:1
482,1,1:0.657829 2:0.972222 3:0.19697 4:0.501074 5:0.308786 6:0.754531 7:0.767717 8:0.854331 9:0.629921 10:0.146382 11:1 43:1
483,1,1:0.493747 2:0.333333 3:0.424242 4:0.346457 5:0.31137 6:0.288183 7:1 8:0.799213 9:0.224409 10:0.266137 13:1 27:1
484,0,1:0.229615 2:0.85 3:0.19697 5:0.223514 6:0.081776 7:0.716535 8:0.913386 9:0.744094 10:0.0846229 14:1 31:1
485,0,1:0.306653 2:0.977778 3:0.257576 4:0.150322 5:0.267442 6:0.143319 7:0.740157 8:0.818898 9:0.614173 10:0.0334588 14:1 20:1
486,0,1:0.456228 2:0.136111 3:0.136364 4:0.339298 5:0.271318 6:0.016861 7:0.88189 8:0.866142 9:0.507874 10:0.109438 13:1 31:1
487,1,1:0.596298 2:0.344444 3:0.30303 4:0.536865 5:0.28553 6:0.405789 7:0.980315 8:0.870079 9:0.362205 10:0.357312 13:1 47:1
488,0,1:0.247624 2:0.788889 3:0.378788 4:0.0773085 5:0.258398 6:0.189687 7:0.559055 8:0.905512 9:0.88189 10:0.0508853 14:1 24:1
489,0,1:0.15908 2:0.533333 3:0.287879 5:0.223514 6:0.174652 7:0.846457 8:0.988189 9:0.641732 10:0.121985 14:1 31:1
490,0,1:0.711356 2:0.105556 3:0.166667 4:0.287759 5:0.338501 6:0.134888 7:0.866142 8:0.850394 9:0.511811 10:0.306287 11:1 53:1
491,1,1:0.541271 2:0.152778 3:0.19697 4:0.438082 5:0.450904 6:0.219193 7:0.897638 8:0.834646 9:0.452756 10:0.260142 13:1 46:1
492,0,1:0.215108 2:0.825 3:0.439394 4:0.0887616 5:0.293282 6:0.177041 7:0.496063 8:0.850394 9:0.877953 10:0.0925694 14:1 24:1
493,0,1:0.184592 2:0.338889 3:0.454545 4:0.0644238 5:0.263566 6:0.110299 7:1 8:0.791339 9:0.204724 10:0.209954 14:1 17:1
494,1,1:0.531266 2:0.55 3:0.287879 4:0.0644238 5:0.23385 6:0.298581 7:0.830709 8:0.996063 9:0.665354 10:0.278545 13:1 47:1
495,0,1:0.249625 2:0.952778 3:0.136364 4:0.115963 5:0.286822 6:0.187158 7:0.795276 8:0.893701 9:0.641732 10:0.0487941 14:1 20:1
496,1,1:0.558779 2:0.875 3:0.287879 4:0.228346 5:0.29845 6:0.671491 7:0.649606 8:0.866142 9:0.76378 10:0.267252 11:1 43:1
497,0,1:0.325663 2:0.869444 3:0.121212 4:0.429492 5:0.378553 6:0.137277 7:0.783465 8:0.92126 9:0.688976 10:0.0510247 14:1 20:1
498,0,1:0.226613 2:0.186111 3:0.424242 4:0.212598 5:0.394057 6:0.206688 7:0.92126 8:0.681102 9:0.204724 10:0.0237 14:1 24:1
499,0,1:0.230115 2:0.925 3:0.151515 5:0.223514 6:0.15737 7:0.775591 8:0.897638 9:0.665354 10:0.19657 14:1 24:1
500,1,1:0.552276 2:0.147222 3:0.136364 5:0.223514 6:0.626809 7:0.889764 8:0.866142 9:0.503937 10:0.286909 11:1 33:1
501,1,1:0.573287 2:0.733333 3:0.136364 4:0.51539 5:0.142119 6:0.22931 7:0.783465 8:0.96063 9:0.728346 10:0.307403 13:1 45:1
502,1,1:0.415208 2:0.497222 3:0.166667 4:0.150322 5:0.226098 6:0.130954 7:0.885827 8:0.972441 9:0.602362 10:0.258051 11:1 44:1
503,0,1:0.263132 2:0.575 3:0.0757576 4:0.328561 5:0.466408 6:0.088942 7:0.854331 8:0.964567 9:0.645669 10:0.234769 14:1 20:1
504,0,1:0.284142 2:0.780556 3:0.257576 4:0.279885 5:0.229974 6:0.139104 7:0.677165 8:0.940945 9:0.811024 10:0.0209118 14:1 24:1
505,0,1:0.174587 2:0.944444 3:0.272727 5:0.223514 6:0.0604187 7:0.708661 8:0.834646 9:0.665354 10:0.169803 14:1 30:1
506,0,1:0.174087 2:0.0333333 3:0.212121 4:0.0214746 5:0.223514 6:0.197415 7:0.807087 8:0.826772 9:0.551181 10:0.0770947 14:1 28:1
507,1,1:0.497249 2:0.975 3:0.0454545 5:0.223514 6:0.46958 7:0.84252 8:0.92126 9:0.622047 10:0.458246 11:1 37:1
508,0,1:0.25963 2:0.913889 3:0.227273 4:0.224052 5:0.363049 6:0.116341 7:0.720472 8:0.870079 9:0.69685 10:0.142479 14:1 20:1
509,0,1:0.210105 2:0.419444 3:0.136364 4:0.0858984 5:0.245478 6:0.032879 7:0.909449 8:0.944882 9:0.551181 10:0.0430782 14:1 24:1
510,1,1:0.450225 2:0.0472222 3:0.378788 4:0.151754 5:0.363049 6:0.16847 7:0.748031 8:0.700787 9:0.452756 10:0.15154 13:1 47:1
511,0,1:0.14007 2:0.975 3:0.0909091 5:0.223514 6:0.114655 7:0.826772 8:0.905512 9:0.625984 10:0.214415 14:1 31:1
512,0,1:0.111056 2:0.308333 3:0.424242 4:0.0214746 5:0.242894 6:0.0549389 7:1 8:0.775591 9:0.19685 10:0.0924299 14:1 15:1
513,0,1:0.178089 2:0.988889 3:0.318182 4:0.107373 5:0.25969 6:0.146129 7:0.712598 8:0.775591 9:0.590551 10:0.179841 14:1 24:1
514,0,1:0.267134 2:0.136111 3:0.287879 5:0.223514 6:0.0973725 7:0.88189 8:0.767717 9:0.38189 10:0.163112 14:1 24:1
515,0,1:0.274637 2:0.0277778 3:0.166667 4:0.319256 5:0.437984 6:0.218631 7:0.818898 8:0.858268 9:0.574803 10:0.0963335 14:1 20:1
516,0,1:0.181091 2:0.452778 3:0.409091 5:0.223514 6:0.103695 7:0.917323 8:0.929134 9:0.452756 10:0.0581347 14:1 18:1
517,1,1:0.578289 2:0.763889 3:0.0909091 4:0.360057 5:0.352713 6:0.379795 7:0.807087 8:0.948819 9:0.692913 10:0.223198 13:1 46:1
518,0,1:0.224612 2:0.163889 3:0.19697 5:0.223514 6:0.141352 7:0.901575 8:0.838583 9:0.452756 10:0.121567 14:1 28:1
519,1,1:0.623312 2:0.855556 3:0.166667 4:0.0959198 5:0.26615 6:0.193902 7:0.748031 8:0.917323 9:0.720472 10:0.41712 13:1 45:1
520,0,1:0.305153 2:0.338889 3:0.272727 4:0.125268 5:0.284238 6:0.109878 7:0.976378 8:0.874016 9:0.374016 10:0.0292765 14:1 16:1
521,0,1:0.277139 2:0.0388889 3:0.318182 4:0.14388 5:0.313953 6:0.0928762 7:0.767717 8:0.751969 9:0.5 10:0.0715182 14:1 24:1
522,0,1:0.183092 2:0.3 3:0.121212 5:0.223514 6:0.0716594 7:0.917323 8:0.913386 9:0.511811 10:0.252196 14:1 17:1
523,0,1:0.312156 2:0.166667 3:0.151515 5:0.223514 6:0.0422931 7:0.897638 8:0.862205 9:0.484252 10:0.221665 14:1 19:1
524,1,1:0.382691 2:0.508333 3:0.409091 4:0.0429492 5:0.251938 6:0.167908 7:0.846457 8:0.964567 9:0.570866 10:0.330963 11:1 44:1
525,1,1:0.661831 2:0.7 3:0.212121 4:0.154617 5:0.276486 6:0.382886 7:0.740157 8:0.980315 9:0.779528 10:0.095497 13:1 45:1
526,1,1:0.569285 2:0.975 3:0.0909091 4:0.0300644 5:0.22093 6:0.537727 7:0.826772 8:0.905512 9:0.625984 10:0.181514 11:1 44:1
527,0,1:0.226613 2:0.411111 3:0.424242 4:0.0429492 5:0.264858 6:0.219615 7:0.96063 8:0.88189 9:0.350394 10:0.0918723 14:1 17:1
528,0,1:0.175588 2:0.133333 3:0.333333 5:0.223514 6:0.112407 7:0.877953 8:0.73622 9:0.346457 10:0.14931 14:1 24:1
529,0,1:0.215608 2:0.0222222 3:0.287879 4:0.0909091 5:0.273902 6:0.0680062 7:0.767717 8:0.783465 9:0.53937 10:0.0770947 14:1 24:1
530,0,1:0.28014 2:0.191667 3:0.227273 4:0.115963 5:0.27261 6:0.144162 7:0.925197 8:0.822835 9:0.397638 10:0.124355 14:1 20:1
531,1,1:0.630815 2:0.716667 3:0.151515 4:0.115963 5:0.228682 6:0.269355 7:0.767717 8:0.968504 9:0.744094 10:0.361634 13:1 46:1
